Date,5375,5600,6400,6600,6775,6800,6825,6850,6875,6900,6925,6950,6975,7000,7025,7050,7075,7100,7125,7150,7175,7200,7225,7250,7275,7300,7325
05/07/2018,18.5,24.5,64.5,83.5,105.5,109,113,117,121,125.5,130,134.5,139.5,144.5,149.5,155,160.5,166.5,172.5,179,185.5,192.5,200,207.5,215,223,231.5
06/07/2018,15.5,21,58.5,77,98.5,102,106,110,114,118,122.5,127,132,137,142,147.5,153,159,165,171.5,178,184.5,192,199,207,215,223.5
09/07/2018,14,18.5,49.5,65,82.5,85.5,89,92,95.5,99,102.5,106.5,110.5,114.5,119,123.5,128.5,133.5,138.5,144,149.5,155.5,161.5,168,174.5,181.5,188.5
10/07/2018,13.5,17.5,46,60,76.5,79,82,85,88.5,91.5,95,99,102.5,106.5,110.5,115,119.5,124,129,134.5,139.5,145.5,151,157.5,164,170.5,177.5
11/07/2018,16,21,55.5,72.5,92.5,96,99.5,103,107,111,115,119.5,124,129,134,139,144.5,150,156,162,168.5,175.5,182.5,190,197.5,205.5,214
12/07/2018,14,18,48.5,63,81,84,87,90.5,93.5,97,101,105,109,113,117.5,122.5,127,132,137.5,143,149,155,161.5,168,175,182,189.5
13/07/2018,12.5,16.5,44.5,59,76,79,82,85.5,89,92.5,96,100,104,108,112.5,117,121.5,126.5,132,137.5,143,149,155.5,162,169,176,183.5
16/07/2018,13,17,48.5,64.5,84,87,90.5,94,98,102,106,110.5,115,119.5,124.5,129.5,135,140.5,146.5,152.5,159,166,173,180,188,196,204
17/07/2018,12.5,16,45,60,78,81,84,87.5,91,94.5,98.5,102.5,106.5,111,115.5,120.5,125.5,131,136.5,142,148,154.5,161,168,175,182.5,190.5
18/07/2018,11,14.5,39.5,52.5,68,71,73.5,76.5,80,83,86.5,90,93.5,97.5,102,106,110.5,115.5,120.5,125.5,131,136.5,142.5,149,155.5,162.5,169.5
19/07/2018,11,14.5,39.5,52.5,68,71,73.5,76.5,79.5,83,86,89.5,93.5,97.5,101.5,105.5,110,114.5,119.5,124.5,130,135.5,141.5,147.5,154,161,168
20/07/2018,12,15.5,41,54,70,73,75.5,78.5,82,85,88.5,92,96,99.5,104,108,112.5,117.5,122.5,127.5,133,138.5,144.5,151,157.5,164,171
23/07/2018,11.5,15,41,54.5,71,74,76.5,80,83,86.5,90,93.5,97.5,101.5,106,110.5,115,120,125,130.5,136,142,148,154.5,161,168.5,175.5
24/07/2018,11,14,36.5,48,61.5,64,66.5,69,72,75,78,81,84.5,87.5,91.5,95,99,103.5,108,112.5,117.5,122.5,128,133.5,139.5,145.5,152
25/07/2018,12.5,16,42,55.5,72,74.5,77.5,80.5,84,87,90.5,94.5,98.5,102.5,106.5,111,115.5,120.5,125.5,131,136.5,142.5,148.5,155,161.5,168.5,176
26/07/2018,12,15,39.5,52,67.5,70,73,75.5,78.5,82,85,88.5,92.5,96,100,104.5,109,113.5,118.5,123.5,129,134.5,140.5,146.5,153,160,167
27/07/2018,10.5,13.5,36,47.5,61.5,64,66.5,69.5,72,75,78,81.5,84.5,88,92,96,100,104.5,109,113.5,118.5,123.5,129,135,141,147.5,154
30/07/2018,9,12,35,47,62,64.5,67,69.5,72.5,75.5,78.5,82,85.5,89,93,97,101,105.5,110,114.5,119.5,125,130.5,136.5,142.5,148.5,155.5
31/07/2018,9,12,33,43.5,56.5,58.5,61,63.5,66,68.5,71.5,74,77.5,80.5,84,87.5,91,95,99,103.5,107.5,112.5,117.5,122.5,128,133.5,139.5
01/08/2018,11.5,15,41.5,55,71.5,74.5,77.5,80.5,83.5,87,90.5,94,98,102,106.5,111,115.5,120.5,125.5,131,136.5,142.5,148.5,155,162,169,176.5
02/08/2018,12.5,16,46.5,62,81,84,87.5,91,95,99,103,107,111.5,116.5,121.5,126.5,132,137.5,143.5,150,156.5,163,170,177.5,185.5,193.5,202
03/08/2018,10,13,37,49.5,65,67.5,70,73,76,79,82.5,86,89.5,93.5,97.5,101.5,106,110.5,115.5,120.5,126,131.5,137.5,143.5,150,157,164
06/08/2018,9.5,12.5,37,49.5,64.5,67,70,73,76,79,82,85.5,89.5,93,97,101.5,106,110.5,115.5,120.5,125.5,131.5,137,143.5,150,156.5,164
07/08/2018,8.5,11.5,32,42,55,57,59.5,61.5,64,67,69.5,72.5,75.5,78.5,82,85.5,89.5,93.5,97.5,101.5,106.5,111,116,121.5,127,133,139
